,Name,Description,Address,Rating,Feature,City,Category,Image,lat,lng,Google Maps URL,Combined,Tokens
1114,Sama Inn Hotel Apartments,situated 9 km gallery mall riyadh sama inn feature free high speed wifi throughout property free private parking available site certain unit feature seating area convenience find kettle room room fitted private bathroom comfort find free toiletry hair dryer flatscreen tv offered cable channel bein sports breakfast included room rate breakfast room provided extra fee 24hour front desk coffee shop property complimentary buffet breakfast served daily kingdom center 13 km sama inn hotel historic city diriyah 13 km away king khalid airport 16 km property property airport transfer fee,"Anas Ibn Malik Rd Al Yasmin District, Riyadh 13322 Saudi Arabia",4.0,property amenity free parking free internet pool fitness center gym  workout room free breakfast child activity kid  family friendly airport transportation business center internet access show room feature air conditioning room service kitchenette microwave minibar refrigerator room type nonsmoking room suite family room good know hotel class hotel style family,Riyadh,hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/77/20/b2/2-bed-room.jpg,24.82117,46.64904,https://www.google.com/maps/search/?q=162.+Sama+Inn+Hotel+Apartments%2C+Anas+Ibn+Malik+Rd+Al+Yasmin+District%2C+Riyadh+13322+Saudi+Arabia%2C+Riyadh,hotel situated 9 km gallery mall riyadh sama inn feature free high speed wifi throughout property free private parking available site certain unit feature seating area convenience find kettle room room fitted private bathroom comfort find free toiletry hair dryer flatscreen tv offered cable channel bein sports breakfast included room rate breakfast room provided extra fee 24hour front desk coffee shop property complimentary buffet breakfast served daily kingdom center 13 km sama inn hotel historic city diriyah 13 km away king khalid airport 16 km property property airport transfer fee property amenity free parking free internet pool fitness center gym  workout room free breakfast child activity kid  family friendly airport transportation business center internet access show room feature air conditioning room service kitchenette microwave minibar refrigerator room type nonsmoking room suite family room good know hotel class hotel style family Sama Inn Hotel Apartments,"['hotel', 'situated', '9', 'km', 'gallery', 'mall', 'riyadh', 'sama', 'inn', 'feature', 'free', 'high', 'speed', 'wifi', 'throughout', 'property', 'free', 'private', 'parking', 'available', 'site', 'certain', 'unit', 'feature', 'seating', 'area', 'convenience', 'find', 'kettle', 'room', 'room', 'fitted', 'private', 'bathroom', 'comfort', 'find', 'free', 'toiletry', 'hair', 'dryer', 'flatscreen', 'tv', 'offered', 'cable', 'channel', 'bein', 'sports', 'breakfast', 'included', 'room', 'rate', 'breakfast', 'room', 'provided', 'extra', 'fee', '24hour', 'front', 'desk', 'coffee', 'shop', 'property', 'complimentary', 'buffet', 'breakfast', 'served', 'daily', 'kingdom', 'center', '13', 'km', 'sama', 'inn', 'hotel', 'historic', 'city', 'diriyah', '13', 'km', 'away', 'king', 'khalid', 'airport', '16', 'km', 'property', 'property', 'airport', 'transfer', 'fee', 'property', 'amenity', 'free', 'parking', 'free', 'internet', 'pool', 'fitness', 'center', 'gym', 'workout', 'room', 'free', 'breakfast', 'child', 'activity', 'kid', 'family', 'friendly', 'airport', 'transportation', 'business', 'center', 'internet', 'access', 'show', 'room', 'feature', 'air', 'conditioning', 'room', 'service', 'kitchenette', 'microwave', 'minibar', 'refrigerator', 'room', 'type', 'nonsmoking', 'room', 'suite', 'family', 'room', 'good', 'know', 'hotel', 'class', 'hotel', 'style', 'family', 'Sama', 'Inn', 'Hotel', 'Apartments']"
1115,Ronza Land,offering inner courtyard views ronza land aparthotel accommodation situated riyadh 35 km nakheel mall 57 km gallery mall aparthotel feature free private parking 24hour front desk free wifi aparthotel family rooms fitted balcony unit offer air conditioning feature flatscreen tv private bathroom walkin shower slippers microwave fridge stovetop available well kettle aparthotel unit includes bed linen towels night rather dine out choose grocery delivered guest children aparthotel provides baby safety gate saqr aljazeera aviation museum 72 km ronza land aparthotel park 94 km property nearest airport king khalid international airport 22 km accommodation,"Al Dammam Road Qurtubah District, Riyadh 13217 Saudi Arabia",3.0,property amenity free parking free high speed internet wifi hot tub restaurant child activity kid  family friendly airport transportation business center internet access meeting room show room feature allergyfree room soundproof room air conditioning housekeeping room service safe refrigerator bath  shower show room type bridal suite family room,Riyadh,hotel,https://dynamic-media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/29/2c/68/b0/caption.jpg,24.80416,46.74931,https://www.google.com/maps/search/?q=163.+Ronza+Land%2C+Al+Dammam+Road+Qurtubah+District%2C+Riyadh+13217+Saudi+Arabia%2C+Riyadh,hotel offering inner courtyard views ronza land aparthotel accommodation situated riyadh 35 km nakheel mall 57 km gallery mall aparthotel feature free private parking 24hour front desk free wifi aparthotel family rooms fitted balcony unit offer air conditioning feature flatscreen tv private bathroom walkin shower slippers microwave fridge stovetop available well kettle aparthotel unit includes bed linen towels night rather dine out choose grocery delivered guest children aparthotel provides baby safety gate saqr aljazeera aviation museum 72 km ronza land aparthotel park 94 km property nearest airport king khalid international airport 22 km accommodation property amenity free parking free high speed internet wifi hot tub restaurant child activity kid  family friendly airport transportation business center internet access meeting room show room feature allergyfree room soundproof room air conditioning housekeeping room service safe refrigerator bath  shower show room type bridal suite family room Ronza Land,"['hotel', 'offering', 'inner', 'courtyard', 'views', 'ronza', 'land', 'aparthotel', 'accommodation', 'situated', 'riyadh', '35', 'km', 'nakheel', 'mall', '57', 'km', 'gallery', 'mall', 'aparthotel', 'feature', 'free', 'private', 'parking', '24hour', 'front', 'desk', 'free', 'wifi', 'aparthotel', 'family', 'rooms', 'fitted', 'balcony', 'unit', 'offer', 'air', 'conditioning', 'feature', 'flatscreen', 'tv', 'private', 'bathroom', 'walkin', 'shower', 'slippers', 'microwave', 'fridge', 'stovetop', 'available', 'well', 'kettle', 'aparthotel', 'unit', 'includes', 'bed', 'linen', 'towels', 'night', 'rather', 'dine', 'out', 'choose', 'grocery', 'delivered', 'guest', 'children', 'aparthotel', 'provides', 'baby', 'safety', 'gate', 'saqr', 'aljazeera', 'aviation', 'museum', '72', 'km', 'ronza', 'land', 'aparthotel', 'park', '94', 'km', 'property', 'nearest', 'airport', 'king', 'khalid', 'international', 'airport', '22', 'km', 'accommodation', 'property', 'amenity', 'free', 'parking', 'free', 'high', 'speed', 'internet', 'wifi', 'hot', 'tub', 'restaurant', 'child', 'activity', 'kid', 'family', 'friendly', 'airport', 'transportation', 'business', 'center', 'internet', 'access', 'meeting', 'room', 'show', 'room', 'feature', 'allergyfree', 'room', 'soundproof', 'room', 'air', 'conditioning', 'housekeeping', 'room', 'service', 'safe', 'refrigerator', 'bath', 'shower', 'show', 'room', 'type', 'bridal', 'suite', 'family', 'room', 'Ronza', 'Land']"
1116,Aber 101,situated 27 km lozan hall events aber yasmin feature fitness centre 3star 24hour front desk free wifi private parking available site unit equipped kettle room fitted private bathroom hair dryer room aber 101 air conditioning wardrobe property indoor pool play billiards 3star hotel park 10 km accommodation gallery mall 12 km property king khalid airport 21 km away,"Anas Ibn Malik Road, Riyadh 11372 Saudi Arabia",3.5,property amenity free parking free high speed internet wifi pool fitness center gym  workout room restaurant child activity kid  family friendly business center internet access meeting room show room feature housekeeping,Riyadh,hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/8e/4f/ba/photo2jpg.jpg,24.8203,46.647,https://www.google.com/maps/search/?q=164.+Aber+101%2C+Anas+Ibn+Malik+Road%2C+Riyadh+11372+Saudi+Arabia%2C+Riyadh,hotel situated 27 km lozan hall events aber yasmin feature fitness centre 3star 24hour front desk free wifi private parking available site unit equipped kettle room fitted private bathroom hair dryer room aber 101 air conditioning wardrobe property indoor pool play billiards 3star hotel park 10 km accommodation gallery mall 12 km property king khalid airport 21 km away property amenity free parking free high speed internet wifi pool fitness center gym  workout room restaurant child activity kid  family friendly business center internet access meeting room show room feature housekeeping Aber 101,"['hotel', 'situated', '27', 'km', 'lozan', 'hall', 'events', 'aber', 'yasmin', 'feature', 'fitness', 'centre', '3star', '24hour', 'front', 'desk', 'free', 'wifi', 'private', 'parking', 'available', 'site', 'unit', 'equipped', 'kettle', 'room', 'fitted', 'private', 'bathroom', 'hair', 'dryer', 'room', 'aber', '101', 'air', 'conditioning', 'wardrobe', 'property', 'indoor', 'pool', 'play', 'billiards', '3star', 'hotel', 'park', '10', 'km', 'accommodation', 'gallery', 'mall', '12', 'km', 'property', 'king', 'khalid', 'airport', '21', 'km', 'away', 'property', 'amenity', 'free', 'parking', 'free', 'high', 'speed', 'internet', 'wifi', 'pool', 'fitness', 'center', 'gym', 'workout', 'room', 'restaurant', 'child', 'activity', 'kid', 'family', 'friendly', 'business', 'center', 'internet', 'access', 'meeting', 'room', 'show', 'room', 'feature', 'housekeeping', 'Aber', '101']"
1117,Boudl Gaber,boudl gaber situated riyadh 8 km thoq fursan wedding venue 9 km saqr aljazeera aviation museum around 16 km rimal center property free wifi 16 km away lozan hall events local point interest like olaya mall gallery mall reachable within 17 km 17 km respectively property room equipped wardrobe selected room boast kitchen microwave stovetop staff 24hour front desk speak arabic english kingdom center 17 km boudl gaber faisaliah mall 18 km property king khalid airport 22 km away,"Shaikh Jaber Alahmed Alsabah, Al Khaleej, Riyadh 11372 Saudi Arabia",3.5,property amenity parking free high speed internet wifi coffee shop child activity kid  family friendly 24hour security nonsmoking hotel 24hour front desk express checkin  checkout show room feature bathrobe air conditioning safe telephone iron microwave extra long bed bath  shower show room type family room good know hotel class language spoken english arabic,Riyadh,hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/38/9b/0b/exterior.jpg,24.789,46.82347,https://www.google.com/maps/search/?q=165.+Boudl+Gaber%2C+Shaikh+Jaber+Alahmed+Alsabah%2C+Al+Khaleej%2C+Riyadh+11372+Saudi+Arabia%2C+Riyadh,hotel boudl gaber situated riyadh 8 km thoq fursan wedding venue 9 km saqr aljazeera aviation museum around 16 km rimal center property free wifi 16 km away lozan hall events local point interest like olaya mall gallery mall reachable within 17 km 17 km respectively property room equipped wardrobe selected room boast kitchen microwave stovetop staff 24hour front desk speak arabic english kingdom center 17 km boudl gaber faisaliah mall 18 km property king khalid airport 22 km away property amenity parking free high speed internet wifi coffee shop child activity kid  family friendly 24hour security nonsmoking hotel 24hour front desk express checkin  checkout show room feature bathrobe air conditioning safe telephone iron microwave extra long bed bath  shower show room type family room good know hotel class language spoken english arabic Boudl Gaber,"['hotel', 'boudl', 'gaber', 'situated', 'riyadh', '8', 'km', 'thoq', 'fursan', 'wedding', 'venue', '9', 'km', 'saqr', 'aljazeera', 'aviation', 'museum', 'around', '16', 'km', 'rimal', 'center', 'property', 'free', 'wifi', '16', 'km', 'away', 'lozan', 'hall', 'events', 'local', 'point', 'interest', 'like', 'olaya', 'mall', 'gallery', 'mall', 'reachable', 'within', '17', 'km', '17', 'km', 'respectively', 'property', 'room', 'equipped', 'wardrobe', 'selected', 'room', 'boast', 'kitchen', 'microwave', 'stovetop', 'staff', '24hour', 'front', 'desk', 'speak', 'arabic', 'english', 'kingdom', 'center', '17', 'km', 'boudl', 'gaber', 'faisaliah', 'mall', '18', 'km', 'property', 'king', 'khalid', 'airport', '22', 'km', 'away', 'property', 'amenity', 'parking', 'free', 'high', 'speed', 'internet', 'wifi', 'coffee', 'shop', 'child', 'activity', 'kid', 'family', 'friendly', '24hour', 'security', 'nonsmoking', 'hotel', '24hour', 'front', 'desk', 'express', 'checkin', 'checkout', 'show', 'room', 'feature', 'bathrobe', 'air', 'conditioning', 'safe', 'telephone', 'iron', 'microwave', 'extra', 'long', 'bed', 'bath', 'shower', 'show', 'room', 'type', 'family', 'room', 'good', 'know', 'hotel', 'class', 'language', 'spoken', 'english', 'arabic', 'Boudl', 'Gaber']"
1118,Boudl Al Sahafa Hotel,situated riyadh sahafa region king abdulaziz road near kingdom hospital guest enjoy onsite restaurant room air conditioned fitted flatscreen tv satellite channels find coffee machine room every room come private bathroom equipped bath shower comfort find bathrobe slippers boudl sahafa feature free wifi throughout property 24hour front desk hairdressers property kingdom center 11 km boudl sahafa hotel dir’iyyah 12 km property nearest airport king khalid airport 17 km property,"King Abdul Aziz Road Al Sahafa, Beside AL Mamlakah Hospital, Riyadh 13321 Saudi Arabia",5.0,good know hotel class,Riyadh,hotel,https://dynamic-media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/29/2d/95/cd/caption.jpg,24.8107,46.64758,https://www.google.com/maps/search/?q=166.+Boudl+Al+Sahafa+Hotel%2C+King+Abdul+Aziz+Road+Al+Sahafa%2C+Beside+AL+Mamlakah+Hospital%2C+Riyadh+13321+Saudi+Arabia%2C+Riyadh,hotel situated riyadh sahafa region king abdulaziz road near kingdom hospital guest enjoy onsite restaurant room air conditioned fitted flatscreen tv satellite channels find coffee machine room every room come private bathroom equipped bath shower comfort find bathrobe slippers boudl sahafa feature free wifi throughout property 24hour front desk hairdressers property kingdom center 11 km boudl sahafa hotel dir’iyyah 12 km property nearest airport king khalid airport 17 km property good know hotel class Boudl Al Sahafa Hotel,"['hotel', 'situated', 'riyadh', 'sahafa', 'region', 'king', 'abdulaziz', 'road', 'near', 'kingdom', 'hospital', 'guest', 'enjoy', 'onsite', 'restaurant', 'room', 'air', 'conditioned', 'fitted', 'flatscreen', 'tv', 'satellite', 'channels', 'find', 'coffee', 'machine', 'room', 'every', 'room', 'come', 'private', 'bathroom', 'equipped', 'bath', 'shower', 'comfort', 'find', 'bathrobe', 'slippers', 'boudl', 'sahafa', 'feature', 'free', 'wifi', 'throughout', 'property', '24hour', 'front', 'desk', 'hairdressers', 'property', 'kingdom', 'center', '11', 'km', 'boudl', 'sahafa', 'hotel', 'dir', '’', 'iyyah', '12', 'km', 'property', 'nearest', 'airport', 'king', 'khalid', 'airport', '17', 'km', 'property', 'good', 'know', 'hotel', 'class', 'Boudl', 'Al', 'Sahafa', 'Hotel']"
1119,Novotel Suites Riyadh Centre,centrallylocated near kingdom centre featuring helpful reception staff ideal location shopping city exploration,"90 Off Olaya Street Al Wurud, Riyadh 11361 Saudi Arabia",3.0,property amenity free parking free high speed internet wifi pool fitness center gym  workout room bar  lounge game room golf course babysitting show room feature air conditioning housekeeping room service safe microwave refrigerator room type nonsmoking room suite family room smoking room available good know hotel class hotel style centrally located midrange language spoken english french arabic filipino 1,Riyadh,hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/dd/03/45/exterior.jpg,24.69389,46.68505,https://www.google.com/maps/search/?q=167.+Novotel+Suites+Riyadh+Centre%2C+90+Off+Olaya+Street+Al+Wurud%2C+Riyadh+11361+Saudi+Arabia%2C+Riyadh,hotel centrallylocated near kingdom centre featuring helpful reception staff ideal location shopping city exploration property amenity free parking free high speed internet wifi pool fitness center gym  workout room bar  lounge game room golf course babysitting show room feature air conditioning housekeeping room service safe microwave refrigerator room type nonsmoking room suite family room smoking room available good know hotel class hotel style centrally located midrange language spoken english french arabic filipino 1 Novotel Suites Riyadh Centre,"['hotel', 'centrallylocated', 'near', 'kingdom', 'centre', 'featuring', 'helpful', 'reception', 'staff', 'ideal', 'location', 'shopping', 'city', 'exploration', 'property', 'amenity', 'free', 'parking', 'free', 'high', 'speed', 'internet', 'wifi', 'pool', 'fitness', 'center', 'gym', 'workout', 'room', 'bar', 'lounge', 'game', 'room', 'golf', 'course', 'babysitting', 'show', 'room', 'feature', 'air', 'conditioning', 'housekeeping', 'room', 'service', 'safe', 'microwave', 'refrigerator', 'room', 'type', 'nonsmoking', 'room', 'suite', 'family', 'room', 'smoking', 'room', 'available', 'good', 'know', 'hotel', 'class', 'hotel', 'style', 'centrally', 'located', 'midrange', 'language', 'spoken', 'english', 'french', 'arabic', 'filipino', '1', 'Novotel', 'Suites', 'Riyadh', 'Centre']"
1120,Hilton Garden Inn Riyadh Olaya,wellmaintained spacious room affordable rates near option main road friendly attentive staff excellent room service,"8951 Olaya Street, Riyadh 12611-2520 Saudi Arabia",4.0,property amenity free parking free high speed internet wifi fitness center gym  workout room bar  lounge table tennis airport transportation business center internet access conference facility show room feature air conditioning room service safe vip room facility iron refrigerator flatscreen tv room type nonsmoking room suite family room smoking room available good know hotel class hotel style centrally located quiet language spoken english french arabic german 1,Riyadh,hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/ed/7f/a6/meeting-room.jpg,24.67695,46.69373,https://www.google.com/maps/search/?q=168.+Hilton+Garden+Inn+Riyadh+Olaya%2C+8951+Olaya+Street%2C+Riyadh+12611-2520+Saudi+Arabia%2C+Riyadh,hotel wellmaintained spacious room affordable rates near option main road friendly attentive staff excellent room service property amenity free parking free high speed internet wifi fitness center gym  workout room bar  lounge table tennis airport transportation business center internet access conference facility show room feature air conditioning room service safe vip room facility iron refrigerator flatscreen tv room type nonsmoking room suite family room smoking room available good know hotel class hotel style centrally located quiet language spoken english french arabic german 1 Hilton Garden Inn Riyadh Olaya,"['hotel', 'wellmaintained', 'spacious', 'room', 'affordable', 'rates', 'near', 'option', 'main', 'road', 'friendly', 'attentive', 'staff', 'excellent', 'room', 'service', 'property', 'amenity', 'free', 'parking', 'free', 'high', 'speed', 'internet', 'wifi', 'fitness', 'center', 'gym', 'workout', 'room', 'bar', 'lounge', 'table', 'tennis', 'airport', 'transportation', 'business', 'center', 'internet', 'access', 'conference', 'facility', 'show', 'room', 'feature', 'air', 'conditioning', 'room', 'service', 'safe', 'vip', 'room', 'facility', 'iron', 'refrigerator', 'flatscreen', 'tv', 'room', 'type', 'nonsmoking', 'room', 'suite', 'family', 'room', 'smoking', 'room', 'available', 'good', 'know', 'hotel', 'class', 'hotel', 'style', 'centrally', 'located', 'quiet', 'language', 'spoken', 'english', 'french', 'arabic', 'german', '1', 'Hilton', 'Garden', 'Inn', 'Riyadh', 'Olaya']"
1121,Taleen Al Sahafa,taleen sahafa selfcatering accommodations free wifi access available property 77 mi kingdom center 93 mi faisaliah tower modern accommodation taleen sahafa feature flatscreen satellite tv air conditioning apartment table living room fully equipped kitchenette featuring shower private bathroom come hairdryer free toiletries taleen sahafa find 24hour front desk facility like luggage storage offered property free parking feel like visiting surroundings check diplomatic quarter 97 mi king saud university 72 mi king khalid airport 99 mi away,"King Abdul Aziz Road, Al Sahafa District, Riyadh 11564 Saudi Arabia",3.0,property amenity free parking free high speed internet wifi wifi restaurant child activity kid  family friendly baggage storage 24hour front desk laundry service room feature air conditioning safe seating area telephone coffee  tea maker minibar bath  shower complimentary toiletry show room type family room,Riyadh,hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/b1/c1/90/caption.jpg,24.73927,46.65792,https://www.google.com/maps/search/?q=169.+Taleen+Al+Sahafa%2C+King+Abdul+Aziz+Road%2C+Al+Sahafa+District%2C+Riyadh+11564+Saudi+Arabia%2C+Riyadh,hotel taleen sahafa selfcatering accommodations free wifi access available property 77 mi kingdom center 93 mi faisaliah tower modern accommodation taleen sahafa feature flatscreen satellite tv air conditioning apartment table living room fully equipped kitchenette featuring shower private bathroom come hairdryer free toiletries taleen sahafa find 24hour front desk facility like luggage storage offered property free parking feel like visiting surroundings check diplomatic quarter 97 mi king saud university 72 mi king khalid airport 99 mi away property amenity free parking free high speed internet wifi wifi restaurant child activity kid  family friendly baggage storage 24hour front desk laundry service room feature air conditioning safe seating area telephone coffee  tea maker minibar bath  shower complimentary toiletry show room type family room Taleen Al Sahafa,"['hotel', 'taleen', 'sahafa', 'selfcatering', 'accommodations', 'free', 'wifi', 'access', 'available', 'property', '77', 'mi', 'kingdom', 'center', '93', 'mi', 'faisaliah', 'tower', 'modern', 'accommodation', 'taleen', 'sahafa', 'feature', 'flatscreen', 'satellite', 'tv', 'air', 'conditioning', 'apartment', 'table', 'living', 'room', 'fully', 'equipped', 'kitchenette', 'featuring', 'shower', 'private', 'bathroom', 'come', 'hairdryer', 'free', 'toiletries', 'taleen', 'sahafa', 'find', '24hour', 'front', 'desk', 'facility', 'like', 'luggage', 'storage', 'offered', 'property', 'free', 'parking', 'feel', 'like', 'visiting', 'surroundings', 'check', 'diplomatic', 'quarter', '97', 'mi', 'king', 'saud', 'university', '72', 'mi', 'king', 'khalid', 'airport', '99', 'mi', 'away', 'property', 'amenity', 'free', 'parking', 'free', 'high', 'speed', 'internet', 'wifi', 'wifi', 'restaurant', 'child', 'activity', 'kid', 'family', 'friendly', 'baggage', 'storage', '24hour', 'front', 'desk', 'laundry', 'service', 'room', 'feature', 'air', 'conditioning', 'safe', 'seating', 'area', 'telephone', 'coffee', 'tea', 'maker', 'minibar', 'bath', 'shower', 'complimentary', 'toiletry', 'show', 'room', 'type', 'family', 'room', 'Taleen', 'Al', 'Sahafa']"
1123,Intour Qurtoba Hotel Suites,intour provides spacious room apartment classic décor riyadh 20minute drive king khaled international airport onsite serf breakfast extensive evening buffets including free wifi room apartment intour come sitting area kitchenette kitchen satellite lcd tv air conditioning standard well breakfast buffet served daily intour’s restaurant snack bar available quick bite drinks room service offered inroom dining 24hour reception staff arrange car rental well laundry ironing services ghernata mall harag international car market 15minute drive intour,"Shedeeq Street Close to Dammam Way, Riyadh 00966 Saudi Arabia",3.5,property amenity free public parking nearby free high speed internet wifi bar  lounge child activity kid  family friendly concierge atm site 24hour front desk express checkin  checkout show room feature air conditioning room service safe seating area kitchenette microwave bath  shower complimentary toiletry show,Riyadh,hotel,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/87/1f/12/caption.jpg,24.79584,46.72907,https://www.google.com/maps/search/?q=171.+Intour+Qurtoba+Hotel+Suites%2C+Shedeeq+Street+Close+to+Dammam+Way%2C+Riyadh+00966+Saudi+Arabia%2C+Riyadh,hotel intour provides spacious room apartment classic décor riyadh 20minute drive king khaled international airport onsite serf breakfast extensive evening buffets including free wifi room apartment intour come sitting area kitchenette kitchen satellite lcd tv air conditioning standard well breakfast buffet served daily intour’s restaurant snack bar available quick bite drinks room service offered inroom dining 24hour reception staff arrange car rental well laundry ironing services ghernata mall harag international car market 15minute drive intour property amenity free public parking nearby free high speed internet wifi bar  lounge child activity kid  family friendly concierge atm site 24hour front desk express checkin  checkout show room feature air conditioning room service safe seating area kitchenette microwave bath  shower complimentary toiletry show Intour Qurtoba Hotel Suites,"['hotel', 'intour', 'provides', 'spacious', 'room', 'apartment', 'classic', 'décor', 'riyadh', '20minute', 'drive', 'king', 'khaled', 'international', 'airport', 'onsite', 'serf', 'breakfast', 'extensive', 'evening', 'buffets', 'including', 'free', 'wifi', 'room', 'apartment', 'intour', 'come', 'sitting', 'area', 'kitchenette', 'kitchen', 'satellite', 'lcd', 'tv', 'air', 'conditioning', 'standard', 'well', 'breakfast', 'buffet', 'served', 'daily', 'intour', '’', 's', 'restaurant', 'snack', 'bar', 'available', 'quick', 'bite', 'drinks', 'room', 'service', 'offered', 'inroom', 'dining', '24hour', 'reception', 'staff', 'arrange', 'car', 'rental', 'well', 'laundry', 'ironing', 'services', 'ghernata', 'mall', 'harag', 'international', 'car', 'market', '15minute', 'drive', 'intour', 'property', 'amenity', 'free', 'public', 'parking', 'nearby', 'free', 'high', 'speed', 'internet', 'wifi', 'bar', 'lounge', 'child', 'activity', 'kid', 'family', 'friendly', 'concierge', 'atm', 'site', '24hour', 'front', 'desk', 'express', 'checkin', 'checkout', 'show', 'room', 'feature', 'air', 'conditioning', 'room', 'service', 'safe', 'seating', 'area', 'kitchenette', 'microwave', 'bath', 'shower', 'complimentary', 'toiletry', 'show', 'Intour', 'Qurtoba', 'Hotel', 'Suites']"
1127,Manazilna Apartments Riyadh,quds district riyadh manazilna apartment منازلنا للشقق المفروشة spacious accommodation selfcatering facilities boast free wifi area 24hour front desk unit manazilna fitted tiled printed carpeted floors one living room flatscreen tv kitchen complete fridge stove area shower fitted bathroom international convention exhibition centre 5minute drive away manazilna apartment منازلنا للشقق المفروشة king khaled airport 10 minute car free private parking possible site,"Prince Mohamed Ibn Saud Ibn Abdul Aziz Road , Al Quds District, Riyadh 31311 Saudi Arabia",5.0,property amenity free parking parking garage free high speed internet wifi chapel  shrine nonsmoking hotel shared lounge  tv area room feature air conditioning bottled water room type family room,Riyadh,hotel,https://dynamic-media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/2a/b2/bf/f9/caption.jpg,24.70304,46.69948,https://www.google.com/maps/search/?q=175.+Manazilna+Apartments+Riyadh%2C+Prince+Mohamed+Ibn+Saud+Ibn+Abdul+Aziz+Road+%2C+Al+Quds+District%2C+Riyadh+31311+Saudi+Arabia%2C+Riyadh,hotel quds district riyadh manazilna apartment منازلنا للشقق المفروشة spacious accommodation selfcatering facilities boast free wifi area 24hour front desk unit manazilna fitted tiled printed carpeted floors one living room flatscreen tv kitchen complete fridge stove area shower fitted bathroom international convention exhibition centre 5minute drive away manazilna apartment منازلنا للشقق المفروشة king khaled airport 10 minute car free private parking possible site property amenity free parking parking garage free high speed internet wifi chapel  shrine nonsmoking hotel shared lounge  tv area room feature air conditioning bottled water room type family room Manazilna Apartments Riyadh,"['hotel', 'quds', 'district', 'riyadh', 'manazilna', 'apartment', 'منازلنا', 'للشقق', 'المفروشة', 'spacious', 'accommodation', 'selfcatering', 'facilities', 'boast', 'free', 'wifi', 'area', '24hour', 'front', 'desk', 'unit', 'manazilna', 'fitted', 'tiled', 'printed', 'carpeted', 'floors', 'one', 'living', 'room', 'flatscreen', 'tv', 'kitchen', 'complete', 'fridge', 'stove', 'area', 'shower', 'fitted', 'bathroom', 'international', 'convention', 'exhibition', 'centre', '5minute', 'drive', 'away', 'manazilna', 'apartment', 'منازلنا', 'للشقق', 'المفروشة', 'king', 'khaled', 'airport', '10', 'minute', 'car', 'free', 'private', 'parking', 'possible', 'site', 'property', 'amenity', 'free', 'parking', 'parking', 'garage', 'free', 'high', 'speed', 'internet', 'wifi', 'chapel', 'shrine', 'nonsmoking', 'hotel', 'shared', 'lounge', 'tv', 'area', 'room', 'feature', 'air', 'conditioning', 'bottled', 'water', 'room', 'type', 'family', 'room', 'Manazilna', 'Apartments', 'Riyadh']"
